event_id,event_type,activity,start_time,end_time,robot_id,mission_id,segment_id
e1,Control,undock,2026-08-27T18:22:17.499608,2026-08-27T18:22:21.506743,robot1,m3,s7
e2,Control,move_to,2026-08-27T18:22:21.507754,2026-08-27T18:22:44.316291,robot1,m3,s7
e3,Task,check_room,2026-08-27T18:22:44.317929,2026-08-27T18:22:48.821946,robot1,m3,s7
e4,Control,move_to,2026-08-27T18:22:49.481686,2026-08-27T18:23:06.692480,robot1,m3,s1
e5,Task,vacuum,2026-08-27T18:23:06.694789,2026-08-27T18:23:27.702681,robot1,m3,s1
e6,Control,move_to,2026-08-27T18:23:28.481337,2026-08-27T18:23:44.612511,robot1,m3,s5
e7,Task,vacuum,2026-08-27T18:23:44.614110,2026-08-27T18:24:02.122966,robot1,m3,s5
e8,Control,move_to,2026-08-27T18:24:02.475459,2026-08-27T18:24:24.023587,robot1,m3,s8
e9,Task,vacuum,2026-08-27T18:24:24.026336,2026-08-27T18:24:48.534016,robot1,m3,s8
e10,Control,move_to,2026-08-27T18:24:49.476135,2026-08-27T18:25:07.925899,robot1,m3,s4
e11,Task,disinfect,2026-08-27T18:25:07.928780,2026-08-27T18:25:15.956160,robot1,m3,s4
e12,Task,final_room_check,2026-08-27T18:25:16.475682,2026-08-27T18:25:22.484900,robot1,m3,s4
e13,Control,move_to,2026-08-27T18:25:23.485706,2026-08-27T18:25:58.475195,robot1,m3,s11
e14,Task,vacuum,2026-08-27T18:25:58.476012,2026-08-27T18:26:19.482793,robot1,m3,s11
e15,Control,move_to,2026-08-27T18:26:20.484704,2026-08-27T18:26:35.052606,robot1,m3,s14
e16,Task,vacuum,2026-08-27T18:26:35.055577,2026-08-27T18:26:49.064153,robot1,m3,s14
e17,Control,move_to,2026-08-27T18:27:46.504299,2026-08-27T18:28:00.652724,robot1,m3,s12
e18,Task,disinfect,2026-08-27T18:28:00.655488,2026-08-27T18:28:06.662728,robot1,m3,s12
e19,Control,move_to,2026-08-27T18:28:18.513097,2026-08-27T18:28:32.659286,robot1,m3,s11
e20,Task,final_room_check,2026-08-27T18:28:32.660604,2026-08-27T18:28:41.667556,robot1,m3,s11
e21,Control,undock,2026-08-27T18:22:17.509027,2026-08-27T18:22:21.515671,robot2,m3,s6
e22,Control,move_to,2026-08-27T18:22:21.516337,2026-08-27T18:22:48.351701,robot2,m3,s6
e23,Task,check_room,2026-08-27T18:22:48.352601,2026-08-27T18:22:57.358818,robot2,m3,s6
e24,Control,move_to,2026-08-27T18:22:57.471993,2026-08-27T18:23:05.725819,robot2,m3,s2
e25,Task,vacuum,2026-08-27T18:23:05.727976,2026-08-27T18:23:16.233428,robot2,m3,s2
e26,Control,move_to,2026-08-27T18:23:16.492537,2026-08-27T18:23:20.969641,robot2,m3,s4
e27,Task,vacuum,2026-08-27T18:23:20.971818,2026-08-27T18:23:34.980274,robot2,m3,s4
e28,Control,move_to,2026-08-27T18:23:35.485859,2026-08-27T18:23:44.436195,robot2,m3,s6
e29,Task,vacuum,2026-08-27T18:23:44.439131,2026-08-27T18:24:05.445371,robot2,m3,s6
e30,Control,move_to,2026-08-27T18:24:05.487236,2026-08-27T18:24:34.339335,robot2,m3,s9
e31,Task,vacuum,2026-08-27T18:24:34.342490,2026-08-27T18:24:48.349827,robot2,m3,s9
e32,Control,move_to,2026-08-27T18:24:48.472915,2026-08-27T18:25:08.176047,robot2,m3,s2
e33,Task,disinfect,2026-08-27T18:25:08.179273,2026-08-27T18:25:14.188181,robot2,m3,s2
e34,Control,move_to,2026-08-27T18:25:14.503451,2026-08-27T18:25:37.920198,robot2,m3,s10
