event_id,event_type,activity,start_time,end_time,robot_id,mission_id,segment_id
e61,Control,undock,2026-08-27T18:34:33.573410,2026-08-27T18:34:37.580793,robot6,m2,s4
e62,Control,move_to,2026-08-27T18:34:37.582700,2026-08-27T18:35:01.670854,robot6,m2,s4
e63,Task,check_room,2026-08-27T18:35:01.671847,2026-08-27T18:35:07.677815,robot6,m2,s4
e64,Control,move_to,2026-08-27T18:35:32.535944,2026-08-27T18:35:44.544328,robot6,m2,s8
e65,Task,mop,2026-08-27T18:35:44.546617,2026-08-27T18:36:23.054788,robot6,m2,s8
e66,Control,undock,2026-08-27T18:34:33.572665,2026-08-27T18:34:37.578120,robot7,m2,s5
e67,Control,move_to,2026-08-27T18:34:37.580731,2026-08-27T18:35:02.324776,robot7,m2,s5
e68,Task,check_room,2026-08-27T18:35:02.325678,2026-08-27T18:35:09.831535,robot7,m2,s5
e69,Control,move_to,2026-08-27T18:35:36.596554,2026-08-27T18:35:48.268504,robot7,m2,s7
e70,Task,mop,2026-08-27T18:35:48.271244,2026-08-27T18:36:04.779341,robot7,m2,s7
e71,Control,move_to,2026-08-27T18:36:17.549629,2026-08-27T18:36:26.041520,robot7,m2,s6
e72,Task,mop,2026-08-27T18:36:26.043860,2026-08-27T18:36:59.051214,robot7,m2,s6
e73,Control,undock,2026-08-27T18:34:33.616168,2026-08-27T18:34:37.619923,robot8,m2,s6
e74,Control,move_to,2026-08-27T18:34:37.620984,2026-08-27T18:35:04.458473,robot8,m2,s6
e75,Task,check_room,2026-08-27T18:35:04.459466,2026-08-27T18:35:13.467037,robot8,m2,s6
e76,Control,move_to,2026-08-27T18:35:47.544321,2026-08-27T18:35:54.764599,robot8,m2,s4
e77,Task,mop,2026-08-27T18:35:54.766963,2026-08-27T18:36:16.774360,robot8,m2,s4
e78,Control,undock,2026-08-27T18:36:17.585588,2026-08-27T18:36:21.594586,robot9,m2,s3
e79,Control,move_to,2026-08-27T18:36:21.597458,2026-08-27T18:36:44.409191,robot9,m2,s3
e80,Task,mop,2026-08-27T18:36:44.411469,2026-08-27T18:37:22.920077,robot9,m2,s3
